SK1_cnae_principal,Soma de cod_cnae_principal,dsc_cnae_principal,dt_carga
720,6319400,PORTAIS PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET DISPENSADA,2023-06-03 01:16:22
721,8219999,PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE,2023-06-03 01:16:22
722,8219999,PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE DISPENSADA,2023-06-03 01:16:22
723,2330305,PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO,2023-06-03 01:16:22
724,1311100,PREPARACAO E FIACAO DE FIBRAS DE ALGODAO,2023-06-03 01:16:22
725,2441501,PRODUCAO DE ALUMINIO E SUAS LIGAS EM FORMAS PRIMARIAS,2023-06-03 01:16:22
726,2532201,PRODUCAO DE ARTEFATOS ESTAMPADOS DE METAL,2023-06-03 01:16:22
727,210108,PRODUCAO DE CARVAO VEGETAL FLORESTAS PLANTADAS,2023-06-03 01:16:22
728,9001905,PRODUCAO DE ESPETACULOS DE RODEIOS VAQUEJADAS E SIMILARES,2023-06-03 01:16:22
729,2412100,PRODUCAO DE FERROLIGAS,2023-06-03 01:16:22
730,5911102,PRODUCAO DE FILMES PARA PUBLICIDADE,2023-06-03 01:16:22
731,2423702,PRODUCAO DE LAMINADOS LONGOS DE ACO EXCETO TUBOS,2023-06-03 01:16:22
732,2422901,PRODUCAO DE LAMINADOS PLANOS DE ACO AO CARBONO REVESTIDOS OU NAO,2023-06-03 01:16:22
733,142300,PRODUCAO DE MUDAS E OUTRAS FORMAS DE PROPAGACAO VEGETAL CERTIFICADAS,2023-06-03 01:16:22
734,155505,PRODUCAO DE OVOS,2023-06-03 01:16:22
735,210199,PRODUCAO DE PRODUTOS NAO MADEIREIROS NAO ESPECIFICADOS ANTERIORMENTE EM FLORESTAS PLANTADAS,2023-06-03 01:16:22
736,2424502,PRODUCAO DE RELAMINADOS TREFILADOS E PERFILADOS DE ACO EXCETO ARAMES,2023-06-03 01:16:22
737,141501,PRODUCAO DE SEMENTES CERTIFICADAS EXCETO DE FORRAGEIRAS PARA PASTO,2023-06-03 01:16:22
738,2423701,PRODUCAO DE TUBOS DE ACO SEM COSTURA,2023-06-03 01:16:22
739,9319101,PRODUCAO E PROMOCAO DE EVENTOS ESPORTIVOS,2023-06-03 01:16:22
740,9001902,PRODUCAO MUSICAL,2023-06-03 01:16:22
741,9001901,PRODUCAO TEATRAL,2023-06-03 01:16:22
742,7319002,PROMOCAO DE VENDAS,2023-06-03 01:16:22
743,7319002,PROMOCAO DE VENDAS DISPENSADA,2023-06-03 01:16:22
744,6190601,PROVEDORES DE ACESSO AS REDES DE COMUNICACOES,2023-06-03 01:16:22
745,4751202,RECARGA DE CARTUCHOS PARA EQUIPAMENTOS DE INFORMATICA,2023-06-03 01:16:22
746,2950600,RECONDICIONAMENTO E RECUPERACAO DE MOTORES PARA VEICULOS AUTOMOTORES,2023-06-03 01:16:22
747,3831999,RECUPERACAO DE MATERIAIS METALICOS EXCETO ALUMINIO,2023-06-03 01:16:22
748,3839499,RECUPERACAO DE MATERIAIS NAO ESPECIFICADOS ANTERIORMENTE,2023-06-03 01:16:22
749,3832700,RECUPERACAO DE MATERIAIS PLASTICOS,2023-06-03 01:16:22
750,3831901,RECUPERACAO DE SUCATAS DE ALUMINIO,2023-06-03 01:16:22
751,892403,REFINO E OUTROS TRATAMENTOS DO SAL,2023-06-03 01:16:22
752,2212900,REFORMA DE PNEUMATICOS USADOS,2023-06-03 01:16:22
753,8412400,REGULACAO DAS ATIVIDADES DE SAUDE EDUCACAO SERVICOS CULTURAIS E OUTROS SERVICOS SOCIAIS,2023-06-03 01:16:22
754,8413200,REGULACAO DAS ATIVIDADES ECONOMICAS,2023-06-03 01:16:22
755,9529105,REPARACAO DE ARTIGOS DO MOBILIARIO,2023-06-03 01:16:22
756,9529104,REPARACAO DE BICICLETAS TRICICLOS E OUTROS VEICULOS NAO MOTORIZADOS,2023-06-03 01:16:22
757,9529101,REPARACAO DE CALCADOS BOLSAS E ARTIGOS DE VIAGEM,2023-06-03 01:16:22
758,9529106,REPARACAO DE JOIAS,2023-06-03 01:16:22
759,9511800,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,2023-06-03 01:16:22
760,9511800,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS DISPENSADA,2023-06-03 01:16:22
761,9512600,REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO,2023-06-03 01:16:22
762,9521500,REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO,2023-06-03 01:16:22
763,9529199,REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE,2023-06-03 01:16:22
764,4612500,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE COMBUSTIVEIS MINERAIS PRODUTOS SIDERURGICOS E QUIMICOS,2023-06-03 01:16:22
765,4615000,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE ELETRODOMESTICOS MOVEIS E ARTIGOS DE USO DOMESTICO,2023-06-03 01:16:22
766,4613300,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA MATERIAL DE CONSTRUCAO E FERRAGENS,2023-06-03 01:16:22
767,4613300,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA MATERIAL DE CONSTRUCAO E FERRAGENS DISPENSADA,2023-06-03 01:16:22
768,4614100,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS EQUIPAMENTOS EMBARCACOES E AERONAVES,2023-06-03 01:16:22
769,4611700,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MATERIAS PRIMAS AGRICOLAS E ANIMAIS VIVOS,2023-06-03 01:16:22
770,4618401,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS COSMETICOS E PRODUTOS DE PERFUMARIA,2023-06-03 01:16:22
771,4619200,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO,2023-06-03 01:16:22
772,4619200,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO DISPENSADA,2023-06-03 01:16:22
773,4542101,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MOTOCICLETAS E MOTONETAS PECAS E ACESSORIOS,2023-06-03 01:16:22
774,4530706,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PECAS E ACESSORIOS NOVOS E USADOS PARA VEICULOS AUTOMOTORES,2023-06-03 01:16:22
775,4617600,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS BEBIDAS E FUMO,2023-06-03 01:16:22
776,4617600,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS BEBIDAS E FUMO DISPENSADA,2023-06-03 01:16:22
777,4616800,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS VESTUARIO CALCADOS E ARTIGOS DE VIAGEM,2023-06-03 01:16:22
778,4616800,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS VESTUARIO CALCADOS E ARTIGOS DE VIAGEM DISPENSADA,2023-06-03 01:16:22
779,4512901,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE VEICULOS AUTOMOTORES,2023-06-03 01:16:22
780,6530800,RESSEGUROS,2023-06-03 01:16:22
781,9002702,RESTAURACAO DE OBRAS DE ARTE,2023-06-03 01:16:22
782,5611201,RESTAURANTES E SIMILARES,2023-06-03 01:16:22
783,5611201,RESTAURANTES E SIMILARES DISPENSADA,2023-06-03 01:16:22
784,8299707,SALAS DE ACESSO A INTERNET,2023-06-03 01:16:22
785,6492100,SECURITIZACAO DE CREDITOS,2023-06-03 01:16:22
786,6492100,SECURITIZACAO DE CREDITOS DISPENSADA,2023-06-03 01:16:22
787,7810800,SELECAO E AGENCIAMENTO DE MAO DE OBRA,2023-06-03 01:16:22
788,1610203,SERRARIAS COM DESDOBRAMENTO DE MADEIRA EM BRUTO,2023-06-03 01:16:22
789,1610204,SERRARIAS SEM DESDOBRAMENTO DE MADEIRA EM BRUTO RESSERRAGEM,2023-06-03 01:16:22
790,2599302,SERVICO DE CORTE E DOBRA DE METAIS,2023-06-03 01:16:22
791,161002,SERVICO DE PODA DE ARVORES PARA LAVOURAS,2023-06-03 01:16:22
792,161003,SERVICO DE PREPARACAO DE TERRENO CULTIVO E COLHEITA,2023-06-03 01:16:22
793,161001,SERVICO DE PULVERIZACAO E CONTROLE DE PRAGAS AGRICOLAS,2023-06-03 01:16:22
794,4923001,SERVICO DE TAXI,2023-06-03 01:16:22
795,4923002,SERVICO DE TRANSPORTE DE PASSAGEIROS LOCACAO DE AUTOMOVEIS COM MOTORISTA,2023-06-03 01:16:22
796,6911701,SERVICOS ADVOCATICIOS,2023-06-03 01:16:22
797,6911701,SERVICOS ADVOCATICIOS DISPENSADA,2023-06-03 01:16:22
798,5612100,SERVICOS AMBULANTES DE ALIMENTACAO,2023-06-03 01:16:22
799,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,2023-06-03 01:16:22
800,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO DISPENSADA,2023-06-03 01:16:22
801,8111700,SERVICOS COMBINADOS PARA APOIO A EDIFICIOS EXCETO CONDOMINIOS PREDIAIS,2023-06-03 01:16:22
802,1822999,SERVICOS DE ACABAMENTOS GRAFICOS EXCETO ENCADERNACAO E PLASTIFICACAO,2023-06-03 01:16:22
803,8011102,SERVICOS DE ADESTRAMENTO DE CAES DE GUARDA,2023-06-03 01:16:22
804,7490103,SERVICOS DE AGRONOMIA E DE CONSULTORIA AS ATIVIDADES AGRICOLAS E PECUARIAS,2023-06-03 01:16:22
805,7490103,SERVICOS DE AGRONOMIA E DE CONSULTORIA AS ATIVIDADES AGRICOLAS E PECUARIAS DISPENSADA,2023-06-03 01:16:22
806,5620102,SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES BUFE,2023-06-03 01:16:22
807,4520004,SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES,2023-06-03 01:16:22
808,7111100,SERVICOS DE ARQUITETURA,2023-06-03 01:16:22
809,7111100,SERVICOS DE ARQUITETURA DISPENSADA,2023-06-03 01:16:22
810,8800600,SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO,2023-06-03 01:16:22
811,4520006,SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES,2023-06-03 01:16:22
812,7119701,SERVICOS DE CARTOGRAFIA TOPOGRAFIA E GEODESIA DISPENSADA,2023-06-03 01:16:22
813,6110803,SERVICOS DE COMUNICACAO MULTIMIDIA SCM,2023-06-03 01:16:22
814,2599301,SERVICOS DE CONFECCAO DE ARMACOES METALICAS PARA A CONSTRUCAO,2023-06-03 01:16:22
815,7119703,SERVICOS DE DESENHO TECNICO RELACIONADOS A ARQUITETURA E ENGENHARIA,2023-06-03 01:16:22
816,7119703,SERVICOS DE DESENHO TECNICO RELACIONADOS A ARQUITETURA E ENGENHARIA DISPENSADA,2023-06-03 01:16:22
817,8640205,SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE EXCETO TOMOGRAFIA,2023-06-03 01:16:22
818,8640207,SERVICOS DE DIAGNOSTICO POR IMAGEM SEM USO DE RADIACAO IONIZANTE EXCETO RESSONANCIA MAGNETICA,2023-06-03 01:16:22
819,8640209,SERVICOS DE DIAGNOSTICO POR METODOS OPTICOS ENDOSCOPIA E OUTROS EXAMES ANALOGOS,2023-06-03 01:16:22
820,8640208,SERVICOS DE DIAGNOSTICO POR REGISTRO GRAFICO ECG EEG E OUTROS EXAMES ANALOGOS,2023-06-03 01:16:22
821,8640203,SERVICOS DE DIALISE E NEFROLOGIA,2023-06-03 01:16:22
822,7112000,SERVICOS DE ENGENHARIA,2023-06-03 01:16:22
823,7112000,SERVICOS DE ENGENHARIA DISPENSADA,2023-06-03 01:16:22
824,5320202,SERVICOS DE ENTREGA RAPIDA,2023-06-03 01:16:22
825,9603304,SERVICOS DE FUNERARIAS,2023-06-03 01:16:22
826,8299703,SERVICOS DE GRAVACAO DE CARIMBOS EXCETO CONFECCAO,2023-06-03 01:16:22
827,4520007,SERVICOS DE INSTALACAO MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES,2023-06-03 01:16:22
828,4520002,SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES,2023-06-03 01:16:22
829,4520005,SERVICOS DE LAVAGEM LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES,2023-06-03 01:16:22
830,5320201,SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL,2023-06-03 01:16:22
831,4520003,SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES,2023-06-03 01:16:22
832,4520001,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES,2023-06-03 01:16:22
833,4520001,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES DISPENSADA,2023-06-03 01:16:22
834,3329501,SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL,2023-06-03 01:16:22
835,4399104,SERVICOS DE OPERACAO E FORNECIMENTO DE EQUIPAMENTOS PARA TRANSPORTE E ELEVACAO DE CARGAS E PESSOAS PARA USO EM OBRAS,2023-06-03 01:16:22
836,8230001,SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS,2023-06-03 01:16:22
837,8230001,SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS DISPENSADA,2023-06-03 01:16:22
838,7119704,SERVICOS DE PERICIA TECNICA RELACIONADOS A SEGURANCA DO TRABALHO,2023-06-03 01:16:22
839,4330404,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL,2023-06-03 01:16:22
840,1821100,SERVICOS DE PRE IMPRESSAO,2023-06-03 01:16:22
841,5229002,SERVICOS DE REBOQUE DE VEICULOS,2023-06-03 01:16:22
842,8622400,SERVICOS DE REMOCAO DE PACIENTES EXCETO OS SERVICOS MOVEIS DE ATENDIMENTO A URGENCIAS,2023-06-03 01:16:22
843,7990200,SERVICOS DE RESERVAS E OUTROS SERVICOS DE TURISMO NAO ESPECIFICADOS ANTERIORMENTE,2023-06-03 01:16:22
844,8640206,SERVICOS DE RESSONANCIA MAGNETICA,2023-06-03 01:16:22
845,9609206,SERVICOS DE TATUAGEM E COLOCACAO DE PIERCING,2023-06-03 01:16:22
846,6120599,SERVICOS DE TELECOMUNICACOES SEM FIO NAO ESPECIFICADOS ANTERIORMENTE,2023-06-03 01:16:22
847,6110801,SERVICOS DE TELEFONIA FIXA COMUTADA STFC,2023-06-03 01:16:22
848,8640204,SERVICOS DE TOMOGRAFIA,2023-06-03 01:16:22
849,7490101,SERVICOS DE TRADUCAO INTERPRETACAO E SIMILARES,2023-06-03 01:16:22
850,2539001,SERVICOS DE USINAGEM TORNEARIA E SOLDA,2023-06-03 01:16:22
851,2539001,SERVICOS DE USINAGEM TORNEARIA E SOLDA DISPENSADA,2023-06-03 01:16:22
852,8630506,SERVICOS DE VACINACAO E IMUNIZACAO HUMANA,2023-06-03 01:16:22
853,9700500,SERVICOS DOMESTICOS,2023-06-03 01:16:22
854,4399199,SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,2023-06-03 01:16:22
855,8621602,SERVICOS MOVEIS DE ATENDIMENTO A URGENCIAS EXCETO POR UTI MOVEL,2023-06-03 01:16:22
856,6512000,SOCIEDADE SEGURADORA DE SEGUROS NAO VIDA,2023-06-03 01:16:22
857,6436100,SOCIEDADES DE CREDITO FINANCIAMENTO E INVESTIMENTO FINANCEIRAS,2023-06-03 01:16:22
858,6491300,SOCIEDADES DE FOMENTO MERCANTIL FACTORING,2023-06-03 01:16:22
859,6499902,SOCIEDADES DE INVESTIMENTO,2023-06-03 01:16:22
860,6209100,SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO,2023-06-03 01:16:22
861,6209100,SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO DISPENSADA,2023-06-03 01:16:22
862,4729601,TABACARIA,2023-06-03 01:16:22
863,4729601,TABACARIA DISPENSADA,2023-06-03 01:16:22
864,1321900,TECELAGEM DE FIOS DE ALGODAO,2023-06-03 01:16:22
865,1323500,TECELAGEM DE FIOS DE FIBRAS ARTIFICIAIS E SINTETICAS,2023-06-03 01:16:22
866,1322700,TECELAGEM DE FIOS DE FIBRAS TEXTEIS NATURAIS EXCETO ALGODAO,2023-06-03 01:16:22
867,6120501,TELEFONIA MOVEL CELULAR,2023-06-03 01:16:22
868,7120100,TESTES E ANALISES TECNICAS,2023-06-03 01:16:22
869,9601702,TINTURARIAS,2023-06-03 01:16:22
870,9601703,TOALHEIROS,2023-06-03 01:16:22
871,1081302,TORREFACAO E MOAGEM DE CAFE,2023-06-03 01:16:22
872,3512300,TRANSMISSAO DE ENERGIA ELETRICA,2023-06-03 01:16:22
873,5099801,TRANSPORTE AQUAVIARIO PARA PASSEIOS TURISTICOS,2023-06-03 01:16:22
874,4924800,TRANSPORTE ESCOLAR,2023-06-03 01:16:22
875,4911600,TRANSPORTE FERROVIARIO DE CARGA,2023-06-03 01:16:22
876,5091202,TRANSPORTE POR NAVEGACAO DE TRAVESSIA INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL,2023-06-03 01:16:22
877,5091201,TRANSPORTE POR NAVEGACAO DE TRAVESSIA MUNICIPAL,2023-06-03 01:16:22
878,5021102,TRANSPORTE POR NAVEGACAO INTERIOR DE CARGA INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL EXCETO TRAVESSIA,2023-06-03 01:16:22
879,4922102,TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS COM ITINERARIO FIXO INTERESTADUAL,2023-06-03 01:16:22
880,4921302,TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS COM ITINERARIO FIXO INTERMUNICIPAL EM REGIAO METROPOLITANA,2023-06-03 01:16:22
881,4922101,TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS COM ITINERARIO FIXO INTERMUNICIPAL EXCETO EM REGIAO METROPOLITANA,2023-06-03 01:16:22
882,4921301,TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS COM ITINERARIO FIXO MUNICIPAL,2023-06-03 01:16:22
883,4929902,TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL,2023-06-03 01:16:22
884,4929901,TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO MUNICIPAL,2023-06-03 01:16:22
885,4930202,TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL,2023-06-03 01:16:22
886,4930202,TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL DISPENSADA,2023-06-03 01:16:22
887,4930201,TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL,2023-06-03 01:16:22
888,4930204,TRANSPORTE RODOVIARIO DE MUDANCAS,2023-06-03 01:16:22
889,4930203,TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS,2023-06-03 01:16:22
890,6311900,TRATAMENTO DE DADOS PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET,2023-06-03 01:16:22
891,6311900,TRATAMENTO DE DADOS PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET DISPENSADA,2023-06-03 01:16:22
892,3821100,TRATAMENTO E DISPOSICAO DE RESIDUOS NAO PERIGOSOS,2023-06-03 01:16:22
893,4329105,TRATAMENTOS TERMICOS ACUSTICOS OU DE VIBRACAO,2023-06-03 01:16:22
894,8599604,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,2023-06-03 01:16:22
895,8599604,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL DISPENSADA,2023-06-03 01:16:22
896,8599603,TREINAMENTO EM INFORMATICA,2023-06-03 01:16:22
897,8599603,TREINAMENTO EM INFORMATICA DISPENSADA,2023-06-03 01:16:22
898,3839401,USINAS DE COMPOSTAGEM,2023-06-03 01:16:22
